path,recommended_permissions,notes
"external/openclaw/src/tui/tui.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/components/chat-log.ts","contents:read","default conservative read-only"
"external/openclaw/src/tui/components/searchable-select-list.ts","contents:read","default conservative read-only"
"external/openclaw/src/types/node-edge-tts.d.ts","contents:read","default conservative read-only"
"external/openclaw/src/types/node-llama-cpp.d.ts","contents:read","default conservative read-only"
"external/openclaw/src/types/proper-lockfile.d.ts","contents:read","default conservative read-only"
"external/openclaw/src/utils/message-channel.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/accounts.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/accounts.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/accounts.whatsapp-auth.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/active-listener.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auth-store.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.broadcast-groups.broadcasts-sequentially-configured-order.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.broadcast-groups.skips-unknown-broadcast-agent-ids-agents-list.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.partial-reply-gating.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.typing-controller-idle.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.compresses-common-formats-jpeg-cap.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.falls-back-text-media-send-fails.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.prefixes-body-same-phone-marker-from.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.reconnects-after-connection-close.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.requires-mention-group-chats-injects-history-replying.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.sends-tool-summaries-immediately-responseprefix.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.supports-always-group-activation-silent-token-preserves.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply.web-auto-reply.uses-per-agent-mention-patterns-group-gating.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/inbound.media.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/login-qr.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/login.coverage.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/logout.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/media.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/media.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/monitor-inbox.allows-messages-from-senders-allowfrom-list.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/monitor-inbox.blocks-messages-from-unauthorized-senders-not-allowfrom.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/monitor-inbox.captures-media-path-image-messages.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/monitor-inbox.streams-inbound-messages.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/qr-image.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/session.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/session.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/test-helpers.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/heartbeat-runner.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/mentions.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/session-snapshot.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/session-snapshot.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/commands.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/group-activation.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/group-members.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/last-route.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/process-message.inbound-contract.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/auto-reply/monitor/process-message.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/inbound/monitor.ts","contents:read","default conservative read-only"
"external/openclaw/src/web/inbound/types.ts","contents:read","default conservative read-only"
"external/openclaw/src/whatsapp/normalize.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/whatsapp/normalize.ts","contents:read","default conservative read-only"
"external/openclaw/src/wizard/onboarding.finalize.ts","contents:read","default conservative read-only"
"external/openclaw/src/wizard/onboarding.gateway-config.ts","contents:read","default conservative read-only"
"external/openclaw/src/wizard/onboarding.test.ts","contents:read","default conservative read-only"
"external/openclaw/src/wizard/onboarding.ts","contents:read","default conservative read-only"
"external/openclaw/src/wizard/session.ts","contents:read","default conservative read-only"
"external/openclaw/Swabble/Package.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/README.md","contents:read","default conservative read-only"
"external/openclaw/Swabble/.github/workflows/ci.yml","contents:read","default conservative read-only"
"external/openclaw/Swabble/docs/spec.md","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/main.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/DoctorCommand.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/MicCommands.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/ServeCommand.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/ServiceCommands.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/SetupCommand.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/StatusCommand.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/TestHookCommand.swift","contents:read","default conservative read-only"
"external/openclaw/Swabble/Sources/swabble/Commands/TranscribeCommand.swift","contents:read","default conservative read-only"
